key,name,system,energy_TeV,centrality,observable,x,xlow,xhigh,y,stat_minus,stat_plus,sys_minus,sys_plus,source_row,table_doi
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,5.75,5.5,6.0,0.240688,0.028065,0.028065,0.0440213,0.0442515,5,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,6.25,6.0,6.5,0.244834,0.0266715,0.0266715,0.0437626,0.0437149,6,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,6.75,6.5,7.0,0.250492,0.0293231,0.0293231,0.0466174,0.0470514,7,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,7.25,7.0,7.5,0.24143,0.0300737,0.0300737,0.0394057,0.0399858,8,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,7.75,7.5,8.0,0.19893,0.0251129,0.0251129,0.0308956,0.0309173,9,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,8.5,8.0,9.0,0.19853,0.0223293,0.0223293,0.0293321,0.0300156,10,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,9.5,9.0,10.0,0.213582,0.0233023,0.0233023,0.0316067,0.0326329,11,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.236255,0.0231093,0.0231093,0.0371476,0.0394973,12,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.227736,0.0227843,0.0227843,0.0351241,0.0375197,13,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.294982,0.0452488,0.0452488,0.0441057,0.0497877,14,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.240062,0.0507899,0.0507899,0.0237446,0.0237306,15,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,43.0,36.0,50.0,0.450126,0.0560495,0.0560495,0.182602,0.168804,16,10.17182/hepdata.127979.v1/t13
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,0.5,0.0,1.0,0.656009,0.16724,0.16724,0.0943014,0.0943067,0,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,1.25,1.0,1.5,0.702875,0.143037,0.143037,0.142907,0.140585,1,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,1.75,1.5,2.0,0.864457,0.0787131,0.0787131,0.140966,0.141067,2,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.850395,0.0527348,0.0527348,0.117634,0.11768,3,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.71099,0.0336948,0.0336948,0.0946758,0.0949055,4,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.61776,0.023382,0.023382,0.0921184,0.0933385,5,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.469811,0.0176986,0.0176986,0.0707697,0.071935,6,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,4.25,4.0,4.5,0.405273,0.0157383,0.0157383,0.0636503,0.0649853,7,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,4.75,4.5,5.0,0.333817,0.0140181,0.0140181,0.0534688,0.0546194,8,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,5.25,5.0,5.5,0.264702,0.0122287,0.0122287,0.0408031,0.0415835,9,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,5.75,5.5,6.0,0.242866,0.0100591,0.0100591,0.0377067,0.0383527,10,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,6.25,6.0,6.5,0.225425,0.0105593,0.0105593,0.0355833,0.0363387,11,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,6.75,6.5,7.0,0.208301,0.0101102,0.0101102,0.0334656,0.0341407,12,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,7.25,7.0,7.5,0.213045,0.0114184,0.0114184,0.0328264,0.0337481,13,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,7.75,7.5,8.0,0.195674,0.0109141,0.0109141,0.0303585,0.0311064,14,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,8.5,8.0,9.0,0.214345,0.00940627,0.00940627,0.0320286,0.032955,15,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,9.5,9.0,10.0,0.193829,0.00906738,0.00906738,0.0285465,0.0291291,16,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.203484,0.00885553,0.00885553,0.0294715,0.0304524,17,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.22465,0.0107647,0.0107647,0.0326755,0.0340315,18,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.292141,0.0216594,0.0216594,0.040124,0.0426583,19,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.260075,0.0326862,0.0326862,0.0299797,0.0300084,20,10.17182/hepdata.127979.v1/t17
pb_davg,Prompt D average,Pb-Pb,5.02,0–10%,RAA,43.0,36.0,50.0,0.395608,0.0336342,0.0336342,0.10702,0.0952894,21,10.17182/hepdata.127979.v1/t17
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,2.5,2.0,3.0,0.8854,0.16113,0.16113,0.22238,0.18398,0,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,3.5,3.0,4.0,0.68691,0.087529,0.087529,0.16619,0.13111,1,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.58118,0.067545,0.067545,0.15006,0.11446,2,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.43519,0.054736,0.054736,0.11873,0.086693,3,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,7.0,6.0,8.0,0.29014,0.032055,0.032055,0.078245,0.056748,4,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,10.0,8.0,12.0,0.2295,0.025438,0.025438,0.062363,0.044704,5,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.21481,0.037373,0.037373,0.050862,0.038159,6,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.228,0.058085,0.058085,0.060405,0.047526,7,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.38765,0.056549,0.056549,0.19095,0.14199,8,10.17182/hepdata.127980.v2/t3
pb_ds,Prompt Dₛ⁺,Pb-Pb,5.02,0–10%,RAA,43.0,36.0,50.0,0.46271,0.16336,0.16336,0.22939,0.17009,9,10.17182/hepdata.127980.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,1.5,1.0,2.0,0.63832,0.19452,0.19452,0.1362,0.13663,0,10.17182/hepdata.138404.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,3.0,2.0,4.0,0.74876,0.15217,0.15217,0.16285,0.16454,1,10.17182/hepdata.138404.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,5.0,4.0,6.0,1.0187,0.1874,0.1874,0.20462,0.21252,2,10.17182/hepdata.138404.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,7.0,6.0,8.0,0.61562,0.14662,0.14662,0.12532,0.1336,3,10.17182/hepdata.138404.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,10.0,8.0,12.0,0.38502,0.11459,0.11459,0.079959,0.088206,4,10.17182/hepdata.138404.v2/t3
pb_lc,Prompt Λc⁺,Pb-Pb,5.02,0–10%,RAA,18.0,12.0,24.0,0.33949,0.13816,0.13816,0.096603,0.096593,5,10.17182/hepdata.138404.v2/t3
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,1.5,1.0,2.0,1.3917,0.36308,0.36308,0.31659,0.31659,0,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,2.5,2.0,3.0,0.88416,0.16783,0.16783,0.15306,0.15306,1,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,3.5,3.0,4.0,0.83308,0.12617,0.12617,0.1438,0.1438,2,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.57676,0.081524,0.081524,0.092817,0.092817,3,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.427365,0.076086,0.076086,0.0674,0.0674,4,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,6.5,6.0,7.0,0.41753,0.080504,0.080504,0.06079,0.06079,5,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,7.5,7.0,8.0,0.3598,0.076596,0.076596,0.056162,0.056162,6,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,9.0,8.0,10.0,0.35328,0.073255,0.073255,0.053215,0.053215,7,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.23125,0.05288,0.05288,0.034195,0.034195,8,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.47223,0.19993,0.19993,0.081791,0.081791,9,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.48159,0.35596,0.35596,0.088604,0.088604,10,10.17182/hepdata.135987.v1/t2
pb_b_d0,Nonprompt D⁰,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.35721,0.12594,0.12594,0.12449,0.077261,11,10.17182/hepdata.135987.v1/t2
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.5744783,0.03094558,0.03094558,0.2122894,0.2122894,0,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.5403095,0.03280318,0.03280318,0.1738682,0.1738682,1,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,3.5,3.0,4.0,0.5856089,0.03332876,0.03332876,0.1802407,0.1802407,2,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.4702987,0.04390099,0.04390099,0.1441823,0.1441823,3,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.3856807,0.05723884,0.05723884,0.1179722,0.1179722,4,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,7.0,6.0,8.0,0.417017,0.07228081,0.07228081,0.1242211,0.1242211,5,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,9.0,8.0,10.0,0.1882402,0.06563893,0.06563893,0.07068856,0.08866962,6,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.3297451,0.1248208,0.1248208,0.1217361,0.1486263,7,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,13.0,12.0,14.0,0.2263882,0.05108944,0.05108944,0.08258961,0.09858788,8,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,15.0,14.0,16.0,0.3786187,0.07305413,0.07305413,0.1369871,0.1605477,9,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,17.0,16.0,18.0,0.3267668,0.09685361,0.09685361,0.1175497,0.1356138,10,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,19.0,18.0,20.0,0.3629452,0.1213107,0.1213107,0.130045,0.1481703,11,10.17182/hepdata.144336.v1/t3
pb_b_e,Beauty → e,Pb-Pb,5.02,0–10%,RAA,23.0,20.0,26.0,0.1318182,0.0740315,0.0740315,0.04750538,0.0529271,12,10.17182/hepdata.144336.v1/t3
pb_prompt_jpsi,Prompt J/ψ,Pb-Pb,5.02,0–10%,RAA,2.25,1.5,3.0,1.238878,0.12125,0.12125,0.155453,0.155453,0,10.17182/hepdata.146723.v1/t7
pb_prompt_jpsi,Prompt J/ψ,Pb-Pb,5.02,0–10%,RAA,4.0,3.0,5.0,0.672608,0.07207,0.07207,0.082342,0.082342,1,10.17182/hepdata.146723.v1/t7
pb_prompt_jpsi,Prompt J/ψ,Pb-Pb,5.02,0–10%,RAA,6.0,5.0,7.0,0.285708,0.044756,0.044756,0.03398,0.03398,2,10.17182/hepdata.146723.v1/t7
pb_prompt_jpsi,Prompt J/ψ,Pb-Pb,5.02,0–10%,RAA,8.5,7.0,10.0,0.272706,0.05646,0.05646,0.038022,0.038022,3,10.17182/hepdata.146723.v1/t7
pb_b_jpsi,Nonprompt J/ψ,Pb-Pb,5.02,0–10%,RAA,2.25,1.5,3.0,0.770397,0.272845,0.272845,0.165317,0.165317,0,10.17182/hepdata.146723.v1/t11
pb_b_jpsi,Nonprompt J/ψ,Pb-Pb,5.02,0–10%,RAA,4.0,3.0,5.0,0.586767,0.106034,0.106034,0.089152,0.089152,1,10.17182/hepdata.146723.v1/t11
pb_b_jpsi,Nonprompt J/ψ,Pb-Pb,5.02,0–10%,RAA,6.0,5.0,7.0,0.446828,0.088291,0.088291,0.06164,0.06164,2,10.17182/hepdata.146723.v1/t11
pb_b_jpsi,Nonprompt J/ψ,Pb-Pb,5.02,0–10%,RAA,8.5,7.0,10.0,0.199181,0.050319,0.050319,0.030405,0.030405,3,10.17182/hepdata.146723.v1/t11
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,0.575,0.15,1.0,1.0752,0.1697,0.1697,0.13201,0.13201,0,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,1.5,1.0,2.0,1.1504,0.12632,0.12632,0.15317,0.15317,1,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,2.5,2.0,3.0,1.0901,0.12865,0.12865,0.13917,0.13917,2,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,3.5,3.0,4.0,0.75131,0.097259,0.097259,0.094794,0.094794,3,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.5041,0.072678,0.072678,0.067037,0.067037,4,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,6.0,5.0,7.0,0.3136,0.045501,0.045501,0.03817,0.03817,5,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,8.5,7.0,10.0,0.24229,0.04884,0.04884,0.030227,0.030227,6,10.17182/hepdata.146644.v1/t7
pb_jpsi,Inclusive J/ψ (mid-y),Pb-Pb,5.02,0–10%,RAA,12.5,10.0,15.0,0.34003,0.071668,0.071668,0.061882,0.061882,7,10.17182/hepdata.146644.v1/t7
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,0.65,0.3,1.0,0.699,0.0173,0.0173,0.0512,0.0512,0,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,1.5,1.0,2.0,0.673,0.0107,0.0107,0.0434,0.0434,1,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,2.5,2.0,3.0,0.63,0.00994,0.00994,0.0434,0.0434,2,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,3.5,3.0,4.0,0.498,0.0109,0.0109,0.0333,0.0333,3,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,4.5,4.0,5.0,0.392,0.00995,0.00995,0.0271,0.0271,4,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,5.5,5.0,6.0,0.333,0.00959,0.00959,0.0214,0.0214,5,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,6.5,6.0,7.0,0.276,0.00978,0.00978,0.0171,0.0171,6,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,7.5,7.0,8.0,0.276,0.013,0.013,0.0182,0.0182,7,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,8.5,8.0,9.0,0.259,0.0152,0.0152,0.016,0.016,8,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,9.5,9.0,10.0,0.239,0.0185,0.0185,0.0163,0.0163,9,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,10.5,10.0,11.0,0.263,0.0245,0.0245,0.0162,0.0162,10,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,11.5,11.0,12.0,0.256,0.0326,0.0326,0.0187,0.0187,11,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,13.5,12.0,15.0,0.266,0.0269,0.0269,0.0186,0.0186,12,10.17182/hepdata.146644.v1/t9
pb_jpsi_fwd,Inclusive J/ψ (forward),Pb-Pb,5.02,0–20%,RAA,17.5,15.0,20.0,0.315,0.055,0.055,0.027,0.027,13,10.17182/hepdata.146644.v1/t9
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,25.0,,,0.23167,0.0021244,0.0021244,0.09508,0.11121,0,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,35.0,,,0.28395,0.0041938,0.0041938,0.11445,0.15551,1,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,45.0,,,0.29776,0.0065916,0.0065916,0.080349,0.15273,2,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,55.0,,,0.35786,0.010573,0.010573,0.085572,0.13713,3,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,65.0,,,0.35926,0.015595,0.015595,0.066748,0.13114,4,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,77.5,,,0.46222,0.021533,0.021533,0.070693,0.12301,5,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,92.5,,,0.43578,0.034019,0.034019,0.1064,0.1268,6,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,110.0,,,0.50014,0.046536,0.046536,0.12232,0.10992,7,10.17182/hepdata.146027.v1/t14
pb_chjet2,Charged jets R=0.2,Pb-Pb,5.02,0–10%,RAA,130.0,,,0.46293,0.060623,0.060623,0.13612,0.20707,8,10.17182/hepdata.146027.v1/t14
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,35.0,,,0.22045,0.0024342,0.0024342,0.044546,0.084215,0,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,45.0,,,0.2597,0.0050015,0.0050015,0.038898,0.09171,1,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,55.0,,,0.29709,0.0080169,0.0080169,0.04933,0.10619,2,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,65.0,,,0.32526,0.012303,0.012303,0.058429,0.12079,3,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,77.5,,,0.36554,0.018181,0.018181,0.053508,0.10426,4,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,92.5,,,0.33364,0.026476,0.026476,0.082714,0.12329,5,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,110.0,,,0.36608,0.037357,0.037357,0.06469,0.098808,6,10.17182/hepdata.146027.v1/t17
pb_chjet4,Charged jets R=0.4,Pb-Pb,5.02,0–10%,RAA,130.0,,,0.46168,0.056153,0.056153,0.083853,0.087059,7,10.17182/hepdata.146027.v1/t17
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,45.0,,,0.18173,0.0032771,0.0032771,0.04942,0.11821,0,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,55.0,,,0.22486,0.0072298,0.0072298,0.089415,0.14747,1,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,65.0,,,0.24979,0.011701,0.011701,0.051739,0.12464,2,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,77.5,,,0.28057,0.018202,0.018202,0.046064,0.15561,3,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,92.5,,,0.28096,0.025807,0.025807,0.029241,0.14195,4,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,110.0,,,0.35307,0.040686,0.040686,0.040876,0.14775,5,10.17182/hepdata.146027.v1/t18
pb_chjet6,Charged jets R=0.6,Pb-Pb,5.02,0–10%,RAA,130.0,,,0.33715,0.05443,0.05443,0.10548,0.18176,6,10.17182/hepdata.146027.v1/t18
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,45.0,40.0,50.0,0.3739808,0.006204609,0.006204609,0.041519346528441414,0.041519346528441414,0,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,55.0,50.0,60.0,0.4067201,0.008437047,0.008437047,0.04925457930581684,0.04925457930581684,1,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,65.0,60.0,70.0,0.4474575,0.01148022,0.01148022,0.05562275583795629,0.05562275583795629,2,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,75.0,70.0,80.0,0.4797836,0.015297,0.015297,0.06328544625970335,0.06328544625970335,3,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,90.0,80.0,100.0,0.4837435,0.0198527,0.0198527,0.06789411875479129,0.06789411875479129,4,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,110.0,100.0,120.0,0.4917935,0.02600572,0.02600572,0.07791672170216417,0.07791672170216417,5,10.17182/hepdata.93739.v2/t30
pb_fulljet2,"Full jets R=0.2, lead>5",Pb-Pb,5.02,0–10%,RAA,130.0,120.0,140.0,0.5034187,0.03310963,0.03310963,0.0961827239995957,0.0961827239995957,6,10.17182/hepdata.93739.v2/t30
pb_fulljet4,"Full jets R=0.4, lead>7",Pb-Pb,5.02,0–10%,RAA,65.0,60.0,70.0,0.4183269,0.01885391,0.01885391,0.1273560527434896,0.1273560527434896,0,10.17182/hepdata.93739.v2/t31
pb_fulljet4,"Full jets R=0.4, lead>7",Pb-Pb,5.02,0–10%,RAA,75.0,70.0,80.0,0.4775488,0.02508726,0.02508726,0.15054336249948053,0.15054336249948053,1,10.17182/hepdata.93739.v2/t31
pb_fulljet4,"Full jets R=0.4, lead>7",Pb-Pb,5.02,0–10%,RAA,90.0,80.0,100.0,0.4824482,0.03235676,0.03235676,0.1392483002411462,0.1392483002411462,2,10.17182/hepdata.93739.v2/t31
pb_fulljet4,"Full jets R=0.4, lead>7",Pb-Pb,5.02,0–10%,RAA,110.0,100.0,120.0,0.4889208,0.04213805,0.04213805,0.11445876077996302,0.11445876077996302,3,10.17182/hepdata.93739.v2/t31
