key,name,system,energy_TeV,centrality,observable,x,xlow,xhigh,y,stat_minus,stat_plus,sys_minus,sys_plus,source_row,table_doi
pb_k,K±,Pb-Pb,5.02,0–5%,RAA,15.5,15.0,16.0,0.23582,0.03753,0.03753,0.029966,0.029966,50,10.17182/hepdata.104923.v1/t16
pb_k,K±,Pb-Pb,5.02,0–5%,RAA,17.0,16.0,18.0,0.22858,0.034027,0.034027,0.029444,0.029444,51,10.17182/hepdata.104923.v1/t16
pb_k,K±,Pb-Pb,5.02,0–5%,RAA,19.0,18.0,20.0,0.24935,0.055544,0.055544,0.032676,0.032676,52,10.17182/hepdata.104923.v1/t16
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.32499999999999996,0.3,0.35,0.05825,0.00092008,0.00092008,0.0068548,0.0068548,0,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.375,0.35,0.4,0.062038,0.0007884,0.0007884,0.0064737,0.0064737,1,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.42500000000000004,0.4,0.45,0.067887,0.00074169,0.00074169,0.0063346,0.0063346,2,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.475,0.45,0.5,0.070001,0.00037975,0.00037975,0.0051694,0.0051694,3,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.525,0.5,0.55,0.076547,0.00077967,0.00077967,0.0049935,0.0049935,4,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.575,0.55,0.6,0.085814,0.00081613,0.00081613,0.0051148,0.0051148,5,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.625,0.6,0.65,0.089227,0.00089995,0.00089995,0.0075144,0.0075144,6,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.675,0.65,0.7,0.095075,0.00048456,0.00048456,0.010637,0.010637,7,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.725,0.7,0.75,0.1096,0.00056693,0.00056693,0.01488,0.01488,8,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.775,0.75,0.8,0.12066,0.00065258,0.00065258,0.021334,0.021334,9,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.825,0.8,0.85,0.12111,0.00060683,0.00060683,0.0070437,0.0070437,10,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.875,0.85,0.9,0.13224,0.00067425,0.00067425,0.0072002,0.0072002,11,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.925,0.9,0.95,0.15188,0.00078584,0.00078584,0.0080946,0.0080946,12,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,0.975,0.95,1.0,0.16079,0.00087404,0.00087404,0.0087356,0.0087356,13,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.05,1.0,1.1,0.1829,0.00073495,0.00073495,0.0093464,0.0093464,14,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.15,1.1,1.2,0.2205,0.00094105,0.00094105,0.011455,0.011455,15,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.25,1.2,1.3,0.26584,0.0012279,0.0012279,0.013938,0.013938,16,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.35,1.3,1.4,0.31707,0.0015737,0.0015737,0.017378,0.017378,17,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.45,1.4,1.5,0.36108,0.001907,0.001907,0.019184,0.019184,18,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.55,1.5,1.6,0.40615,0.00261,0.00261,0.02019,0.02019,19,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.65,1.6,1.7,0.46353,0.0030893,0.0030893,0.022594,0.022594,20,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.75,1.7,1.8,0.50899,0.00356,0.00356,0.024178,0.024178,21,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.85,1.8,1.9,0.55643,0.0041162,0.0041162,0.026599,0.026599,22,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,1.95,1.9,2.0,0.59282,0.0046168,0.0046168,0.028283,0.028283,23,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,2.1,2.0,2.2,0.65759,0.0045588,0.0045588,0.032588,0.032588,24,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,2.3,2.2,2.4,0.71921,0.0052765,0.0052765,0.035554,0.035554,25,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,2.5,2.4,2.6,0.74127,0.0066336,0.0066336,0.034818,0.034818,26,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,2.7,2.6,2.8,0.75955,0.0076499,0.0076499,0.035303,0.035303,27,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,2.9,2.8,3.0,0.75246,0.008506,0.008506,0.035586,0.035586,28,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,3.1,3.0,3.2,0.72153,0.0098448,0.0098448,0.034652,0.034652,29,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,3.3,3.2,3.4,0.66581,0.012045,0.012045,0.034616,0.034616,30,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,3.5,3.4,3.6,0.62251,0.015542,0.015542,0.037111,0.037111,31,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,3.7,3.6,3.8,0.57329,0.01647,0.01647,0.038861,0.038861,32,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,3.9,3.8,4.0,0.56287,0.016835,0.016835,0.037617,0.037617,33,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,4.25,4.0,4.5,0.48671,0.019712,0.019712,0.036108,0.036108,34,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,4.75,4.5,5.0,0.403,0.021547,0.021547,0.036132,0.036132,35,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,5.25,5.0,5.5,0.32364,0.019045,0.019045,0.031135,0.031135,36,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,5.75,5.5,6.0,0.26701,0.01853,0.01853,0.027029,0.027029,37,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,6.5,6.0,7.0,0.21235,0.0054651,0.0054651,0.022061,0.022061,38,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,7.5,7.0,8.0,0.1689,0.0069944,0.0069944,0.024338,0.024338,39,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,9.0,8.0,10.0,0.1583,0.0074353,0.0074353,0.017613,0.017613,40,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,11.0,10.0,12.0,0.1415,0.011334,0.011334,0.015714,0.015714,41,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,13.5,12.0,15.0,0.21338,0.02651,0.02651,0.019566,0.019566,42,10.17182/hepdata.104923.v1/t17
pb_p,p + p̄,Pb-Pb,5.02,0–5%,RAA,17.5,15.0,20.0,0.1763,0.0303,0.0303,0.016155,0.016155,43,10.17182/hepdata.104923.v1/t17
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,0.6000000000000001,0.4,0.8,0.0768747,0.0285782,0.0285782,0.00975543,0.00975543,0,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,1.0,0.8,1.2,0.116825,0.0181284,0.0181284,0.0157479,0.0157479,1,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,1.4,1.2,1.6,0.189744,0.0245022,0.0245022,0.0256471,0.0256471,2,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,1.8,1.6,2.0,0.30302,0.0275173,0.0275173,0.0448599,0.0448599,3,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.391118,0.0234684,0.0234684,0.0612873,0.0612873,4,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.373611,0.0281835,0.0281835,0.0555246,0.0555246,5,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.357447,0.0295227,0.0295227,0.0462732,0.0462732,6,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.285326,0.0337134,0.0337134,0.0391363,0.0391363,7,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.205875,0.0256956,0.0256956,0.0309185,0.0309185,8,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.116855,0.0240457,0.0240457,0.017433,0.017433,9,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,7.0,6.0,8.0,0.136157,0.0199901,0.0199901,0.0195149,0.0195149,10,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,9.0,8.0,10.0,0.128211,0.0334163,0.0334163,0.016395,0.016395,11,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.172036,0.0480323,0.0480323,0.0218109,0.0218109,12,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.165733,0.0544462,0.0544462,0.0239987,0.0239987,13,10.17182/hepdata.140098.v1/t1
pb_kstar,K*⁰ + K̄*⁰,Pb-Pb,5.02,0–10%,RAA,18.0,16.0,20.0,0.261037,0.105824,0.105824,0.0420565,0.0420565,14,10.17182/hepdata.140098.v1/t1
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,0.5,0.4,0.6,0.154225,0.0166169,0.0166169,0.0190755,0.0190755,0,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,0.7,0.6,0.8,0.205358,0.0079685,0.0079685,0.02114,0.02114,1,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,0.9,0.8,1.0,0.274631,0.00692752,0.00692752,0.0248967,0.0248967,2,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,1.1,1.0,1.2,0.335528,0.00800782,0.00800782,0.0274435,0.0274435,3,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,1.2999999999999998,1.2,1.4,0.444142,0.010856,0.010856,0.0405595,0.0405595,4,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,1.5,1.4,1.6,0.502231,0.014596,0.014596,0.0467505,0.0467505,5,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,1.7000000000000002,1.6,1.8,0.535651,0.0181566,0.0181566,0.0533176,0.0533176,6,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,1.9,1.8,2.0,0.564046,0.0197863,0.0197863,0.0616938,0.0616938,7,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,2.1,2.0,2.2,0.630171,0.0198998,0.0198998,0.0613528,0.0613528,8,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,2.3,2.2,2.4,0.607753,0.0210103,0.0210103,0.0642388,0.0642388,9,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,2.5,2.4,2.6,0.564973,0.0211092,0.0211092,0.0577189,0.0577189,10,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,2.7,2.6,2.8,0.530054,0.0205412,0.0205412,0.0494741,0.0494741,11,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,2.9,2.8,3.0,0.449792,0.019582,0.019582,0.0458565,0.0458565,12,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.472672,0.0140949,0.0140949,0.0444161,0.0444161,13,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.380521,0.0143774,0.0143774,0.0366341,0.0366341,14,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,4.25,4.0,4.5,0.314223,0.0157403,0.0157403,0.0333398,0.0333398,15,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,4.75,4.5,5.0,0.235015,0.0149393,0.0149393,0.0261278,0.0261278,16,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.195785,0.0113179,0.0113179,0.0225087,0.0225087,17,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,6.5,6.0,7.0,0.158614,0.00984125,0.00984125,0.0188105,0.0188105,18,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,7.5,7.0,8.0,0.141477,0.00908572,0.00908572,0.0145389,0.0145389,19,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,9.0,8.0,10.0,0.147723,0.00741528,0.00741528,0.0133954,0.0133954,20,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,11.5,10.0,13.0,0.183724,0.0133365,0.0133365,0.0181511,0.0181511,21,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,14.5,13.0,16.0,0.267059,0.0394607,0.0394607,0.0278134,0.0278134,22,10.17182/hepdata.140098.v1/t12
pb_phi,φ,Pb-Pb,5.02,0–10%,RAA,18.0,16.0,20.0,0.32812,0.116887,0.116887,0.0372886,0.0372886,23,10.17182/hepdata.140098.v1/t12
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,0.6000000000000001,0.4,0.8,0.0691157,0.0175784,0.0175784,0.00833186,0.00833186,0,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,1.0,0.8,1.2,0.113422,0.0184764,0.0184764,0.011945,0.011945,1,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,1.4,1.2,1.6,0.172859,0.0157851,0.0157851,0.0162557,0.0162557,2,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,1.8,1.6,2.0,0.286711,0.0159439,0.0159439,0.0287007,0.0287007,3,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.345071,0.0151459,0.0151459,0.0302565,0.0302565,4,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.349028,0.0159931,0.0159931,0.0319008,0.0319008,5,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.302074,0.0166416,0.0166416,0.0275263,0.0275263,6,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.274168,0.0186711,0.0186711,0.0246134,0.0246134,7,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,4.5,4.0,5.0,0.192562,0.0141165,0.0141165,0.0170274,0.0170274,8,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,5.5,5.0,6.0,0.107455,0.0153093,0.0153093,0.0117625,0.0117625,9,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,7.0,6.0,8.0,0.145592,0.0161855,0.0161855,0.0194856,0.0194856,10,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,9.0,8.0,10.0,0.153013,0.0253184,0.0253184,0.022318,0.022318,11,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.156166,0.0334938,0.0334938,0.0262494,0.0262494,12,10.17182/hepdata.150017.v1/t13
pb_kstarpm,K*±,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.361761,0.133272,0.133272,0.0788275,0.0788275,13,10.17182/hepdata.150017.v1/t13
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,0.5,0.0,1.0,0.656009,0.16724,0.16724,0.0943014,0.0943067,0,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,1.25,1.0,1.5,0.702875,0.143037,0.143037,0.142907,0.140585,1,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,1.75,1.5,2.0,0.864457,0.0787131,0.0787131,0.140966,0.141067,2,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.869896,0.0572938,0.0572938,0.123662,0.123669,3,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.77264,0.0401752,0.0401752,0.106439,0.106816,4,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.606241,0.0274534,0.0274534,0.0916582,0.0936651,5,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.488745,0.0225966,0.0225966,0.0749564,0.0769398,6,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,4.25,4.0,4.5,0.40096,0.0198565,0.0198565,0.0633155,0.0657095,7,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,4.75,4.5,5.0,0.324256,0.0170598,0.0170598,0.0516781,0.0536363,8,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,5.25,5.0,5.5,0.249815,0.0137593,0.0137593,0.0361233,0.0375407,9,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,5.75,5.5,6.0,0.221483,0.012386,0.012386,0.0314786,0.0326828,10,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,6.25,6.0,6.5,0.214925,0.014466,0.014466,0.0316087,0.0332369,11,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,6.75,6.5,7.0,0.189655,0.013957,0.013957,0.0273716,0.0286502,12,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,7.25,7.0,7.5,0.201914,0.0164184,0.0164184,0.029084,0.030921,13,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,7.75,7.5,8.0,0.184896,0.0164081,0.0164081,0.0264758,0.0279279,14,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,8.5,8.0,9.0,0.202784,0.0148051,0.0148051,0.0269136,0.0286052,15,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,9.5,9.0,10.0,0.182579,0.0149905,0.0149905,0.0238208,0.0247828,16,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.18665,0.014484,0.014484,0.0236108,0.0248657,17,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.228422,0.022755,0.022755,0.032393,0.0347962,18,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.237999,0.0301473,0.0301473,0.0311572,0.0332379,19,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.299955,0.0741081,0.0741081,0.0410042,0.0411673,20,10.17182/hepdata.127979.v1/t11
pb_d0,Prompt D⁰,Pb-Pb,5.02,0–10%,RAA,43.0,36.0,50.0,0.298123,0.0557612,0.0557612,0.126477,0.102522,21,10.17182/hepdata.127979.v1/t11
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,2.25,2.0,2.5,0.766813,0.131926,0.131926,0.137547,0.137605,0,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,2.75,2.5,3.0,0.589735,0.0612333,0.0612333,0.0912604,0.0912795,1,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.624759,0.0433443,0.0433443,0.106046,0.106262,2,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.444984,0.0311045,0.0311045,0.0758498,0.0759959,3,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,4.25,4.0,4.5,0.405235,0.0269302,0.0269302,0.0737548,0.073922,4,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,4.75,4.5,5.0,0.288175,0.022724,0.022724,0.0525563,0.0527002,5,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,5.25,5.0,5.5,0.226794,0.0202403,0.0202403,0.0425015,0.0425525,6,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,5.75,5.5,6.0,0.287138,0.0202962,0.0202962,0.0542652,0.0543322,7,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,6.25,6.0,6.5,0.229158,0.0179683,0.0179683,0.0438498,0.0439752,8,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,6.75,6.5,7.0,0.208608,0.0147843,0.0147843,0.0402848,0.0404096,9,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,7.25,7.0,7.5,0.20966,0.0170845,0.0170845,0.0406393,0.0407545,10,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,7.75,7.5,8.0,0.207448,0.0175846,0.0175846,0.040721,0.0410832,11,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,8.5,8.0,9.0,0.234932,0.0144165,0.0144165,0.0433803,0.0437507,12,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,9.5,9.0,10.0,0.193294,0.0126313,0.0126313,0.0342501,0.0344443,13,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,11.0,10.0,12.0,0.199558,0.011839,0.011839,0.0345279,0.0347736,14,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,14.0,12.0,16.0,0.221058,0.0141213,0.0141213,0.0366701,0.0371041,15,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,20.0,16.0,24.0,0.330569,0.0365926,0.0365926,0.0521814,0.0534148,16,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,30.0,24.0,36.0,0.252579,0.0504206,0.0504206,0.046054,0.046066,17,10.17182/hepdata.127979.v1/t12
pb_dplus,Prompt D⁺,Pb-Pb,5.02,0–10%,RAA,43.0,36.0,50.0,0.376246,0.0535901,0.0535901,0.162786,0.130944,18,10.17182/hepdata.127979.v1/t12
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,3.25,3.0,3.5,0.700966,0.134435,0.134435,0.155058,0.155918,0,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,3.75,3.5,4.0,0.436172,0.066284,0.066284,0.084616,0.085437,1,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,4.25,4.0,4.5,0.42937,0.0604712,0.0604712,0.0766587,0.0769113,2,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,4.75,4.5,5.0,0.430238,0.047241,0.047241,0.0788598,0.0792942,3,10.17182/hepdata.127979.v1/t13
pb_dstar,Prompt D*⁺,Pb-Pb,5.02,0–10%,RAA,5.25,5.0,5.5,0.374676,0.0470088,0.0470088,0.0699307,0.0695554,4,10.17182/hepdata.127979.v1/t13
